mode,a,b,op,true_result,pred_result,correct,sign_correct,thousands_correct,hundreds_correct,tens_correct,units_correct,has_carry_or_borrow,n_carries_or_borrows,operand_length
reverse,136,965,-,-829,-829,True,True,True,True,True,True,True,1,3
reverse,560,733,+,1293,1293,True,True,True,True,True,True,True,1,3
reverse,391,482,-,-91,-91,True,True,True,True,True,True,False,0,3
reverse,453,451,+,904,904,True,True,True,True,True,True,True,1,3
reverse,945,742,-,203,203,True,True,True,True,True,True,False,0,3
reverse,194,424,+,618,618,True,True,True,True,True,True,True,1,3
reverse,852,886,+,1738,1738,True,True,True,True,True,True,True,2,3
reverse,917,918,+,1835,1835,True,True,True,True,True,True,True,2,3
reverse,723,324,+,1047,1047,True,True,True,True,True,True,True,1,3
reverse,974,454,-,520,520,True,True,True,True,True,True,False,0,3
reverse,108,426,-,-318,-318,True,True,True,True,True,True,True,1,3
reverse,185,191,-,-6,-6,True,True,True,True,True,True,False,0,3
reverse,632,926,-,-294,-294,True,True,True,True,True,True,True,1,3
reverse,989,182,+,1171,1171,True,True,True,True,True,True,True,3,3
reverse,230,717,+,947,947,True,True,True,True,True,True,False,0,3
reverse,642,518,+,1160,1160,True,True,True,True,True,True,True,2,3
reverse,327,385,+,712,712,True,True,True,True,True,True,True,2,3
reverse,590,263,+,853,853,True,True,True,True,True,True,True,1,3
reverse,452,685,+,1137,1137,True,True,True,True,True,True,True,2,3
reverse,376,311,-,65,65,True,True,True,True,True,True,False,0,3
reverse,807,408,-,399,399,True,True,True,True,True,True,True,2,3
reverse,298,223,+,521,521,True,True,True,True,True,True,True,2,3
reverse,349,133,-,216,216,True,True,True,True,True,True,False,0,3
reverse,414,457,+,871,871,True,True,True,True,True,True,True,1,3
reverse,835,348,-,487,487,True,True,True,True,True,True,True,2,3
reverse,680,97,+,777,877,False,True,True,False,True,True,True,1,3
reverse,905,152,-,753,753,True,True,True,True,True,True,True,1,3
reverse,356,659,-,-303,-303,True,True,True,True,True,True,True,2,3
reverse,677,176,-,501,501,True,True,True,True,True,True,False,0,3
reverse,582,110,+,692,692,True,True,True,True,True,True,False,0,3
reverse,833,137,-,696,696,True,True,True,True,True,True,True,2,3
reverse,311,523,+,834,834,True,True,True,True,True,True,False,0,3
reverse,179,984,+,1163,1163,True,True,True,True,True,True,True,3,3
reverse,45,624,+,669,669,True,True,True,True,True,True,False,0,3
reverse,65,181,-,-116,-16,False,True,True,False,True,True,True,1,3
reverse,951,372,-,579,579,True,True,True,True,True,True,True,2,3
reverse,666,578,-,88,88,True,True,True,True,True,True,True,1,3
reverse,689,944,-,-255,-255,True,True,True,True,True,True,False,0,3
reverse,796,101,+,897,897,True,True,True,True,True,True,False,0,3
reverse,335,756,+,1091,1091,True,True,True,True,True,True,True,2,3
reverse,277,689,-,-412,-412,True,True,True,True,True,True,True,2,3
reverse,420,158,-,262,262,True,True,True,True,True,True,True,2,3
reverse,577,41,-,536,436,False,True,True,False,True,True,False,0,3
reverse,499,595,+,1094,1094,True,True,True,True,True,True,True,3,3
reverse,924,495,-,429,429,True,True,True,True,True,True,True,2,3
reverse,926,358,+,1284,1284,True,True,True,True,True,True,True,2,3
reverse,101,559,-,-458,-458,True,True,True,True,True,True,True,2,3
reverse,826,354,+,1180,1180,True,True,True,True,True,True,True,2,3
reverse,141,673,+,814,814,True,True,True,True,True,True,True,1,3
reverse,33,267,+,300,300,True,True,True,True,True,True,True,2,3
reverse,928,27,+,955,1055,False,True,False,False,True,True,True,1,3
reverse,584,527,-,57,57,True,True,True,True,True,True,False,0,3
reverse,429,985,-,-556,-556,True,True,True,True,True,True,True,1,3
reverse,314,453,-,-139,-139,True,True,True,True,True,True,True,1,3
reverse,82,693,+,775,775,True,True,True,True,True,True,True,1,3
reverse,110,680,+,790,790,True,True,True,True,True,True,False,0,3
reverse,470,912,+,1382,1382,True,True,True,True,True,True,True,1,3
reverse,140,233,+,373,373,True,True,True,True,True,True,False,0,3
reverse,318,424,+,742,742,True,True,True,True,True,True,True,1,3
reverse,575,679,-,-104,-104,True,True,True,True,True,True,True,2,3
reverse,226,956,+,1182,1182,True,True,True,True,True,True,True,2,3
reverse,680,794,-,-114,-114,True,True,True,True,True,True,True,2,3
reverse,362,125,+,487,487,True,True,True,True,True,True,False,0,3
reverse,722,465,-,257,257,True,True,True,True,True,True,True,2,3
reverse,596,828,-,-232,-232,True,True,True,True,True,True,True,1,3
reverse,30,221,-,-191,-91,False,True,True,False,True,True,True,1,3
reverse,539,836,+,1375,1375,True,True,True,True,True,True,True,2,3
reverse,532,323,+,855,855,True,True,True,True,True,True,False,0,3
reverse,369,461,-,-92,-92,True,True,True,True,True,True,False,0,3
reverse,8,976,-,-968,-968,True,True,True,True,True,True,True,1,3
reverse,454,865,+,1319,1319,True,True,True,True,True,True,True,2,3
reverse,16,437,+,453,453,True,True,True,True,True,True,True,1,3
reverse,491,240,+,731,731,True,True,True,True,True,True,True,1,3
reverse,848,241,-,607,607,True,True,True,True,True,True,False,0,3
reverse,903,141,+,1044,1044,True,True,True,True,True,True,True,1,3
reverse,413,228,+,641,641,True,True,True,True,True,True,True,1,3
reverse,0,146,+,146,146,True,True,True,True,True,True,False,0,3
reverse,660,317,-,343,343,True,True,True,True,True,True,True,1,3
reverse,722,644,-,78,78,True,True,True,True,True,True,True,1,3
reverse,126,36,-,90,-10,False,False,True,True,False,True,True,1,3
reverse,233,10,-,223,123,False,True,True,False,True,True,False,0,3
reverse,449,949,-,-500,-500,True,True,True,True,True,True,False,0,3
reverse,550,569,-,-19,-19,True,True,True,True,True,True,True,1,3
reverse,755,903,-,-148,-148,True,True,True,True,True,True,False,0,3
reverse,670,862,-,-192,-192,True,True,True,True,True,True,True,1,3
reverse,936,507,-,429,429,True,True,True,True,True,True,True,1,3
reverse,857,993,-,-136,-136,True,True,True,True,True,True,True,1,3
reverse,982,362,-,620,620,True,True,True,True,True,True,False,0,3
reverse,707,761,+,1468,1468,True,True,True,True,True,True,True,1,3
reverse,313,893,+,1206,1206,True,True,True,True,True,True,True,2,3
reverse,579,284,-,295,295,True,True,True,True,True,True,True,1,3
reverse,866,238,-,628,628,True,True,True,True,True,True,True,1,3
reverse,973,963,-,10,10,True,True,True,True,True,True,False,0,3
reverse,804,923,+,1727,1727,True,True,True,True,True,True,True,1,3
reverse,352,779,+,1131,1131,True,True,True,True,True,True,True,3,3
reverse,957,833,+,1790,1790,True,True,True,True,True,True,True,2,3
reverse,517,950,-,-433,-433,True,True,True,True,True,True,True,1,3
reverse,429,101,-,328,328,True,True,True,True,True,True,False,0,3
reverse,238,658,+,896,896,True,True,True,True,True,True,True,1,3
reverse,172,328,+,500,500,True,True,True,True,True,True,True,2,3
reverse,6,746,+,752,752,True,True,True,True,True,True,True,1,3
reverse,664,961,-,-297,-297,True,True,True,True,True,True,False,0,3
reverse,280,330,-,-50,-50,True,True,True,True,True,True,False,0,3
reverse,680,826,+,1506,1506,True,True,True,True,True,True,True,2,3
reverse,900,935,+,1835,1835,True,True,True,True,True,True,True,1,3
reverse,169,316,-,-147,-147,True,True,True,True,True,True,False,0,3
reverse,357,490,+,847,847,True,True,True,True,True,True,True,1,3
reverse,591,805,+,1396,1396,True,True,True,True,True,True,True,1,3
reverse,516,762,-,-246,-246,True,True,True,True,True,True,True,1,3
reverse,794,100,+,894,894,True,True,True,True,True,True,False,0,3
reverse,921,315,+,1236,1236,True,True,True,True,True,True,True,1,3
reverse,891,115,+,1006,1006,True,True,True,True,True,True,True,2,3
reverse,202,297,-,-95,-95,True,True,True,True,True,True,True,1,3
reverse,474,484,+,958,958,True,True,True,True,True,True,True,1,3
reverse,365,275,+,640,640,True,True,True,True,True,True,True,2,3
reverse,622,123,+,745,745,True,True,True,True,True,True,False,0,3
reverse,310,875,+,1185,1185,True,True,True,True,True,True,True,1,3
reverse,481,98,+,579,579,True,True,True,True,True,True,True,1,3
reverse,873,735,-,138,138,True,True,True,True,True,True,True,1,3
reverse,226,574,-,-348,-348,True,True,True,True,True,True,True,1,3
reverse,944,427,+,1371,1371,True,True,True,True,True,True,True,2,3
reverse,324,404,+,728,728,True,True,True,True,True,True,False,0,3
reverse,259,758,-,-499,-499,True,True,True,True,True,True,False,0,3
reverse,405,693,+,1098,1098,True,True,True,True,True,True,True,1,3
reverse,768,3,-,765,665,False,True,True,False,True,True,False,0,3
reverse,10,891,+,901,1001,False,True,False,False,True,True,True,1,3
reverse,301,354,+,655,655,True,True,True,True,True,True,False,0,3
reverse,20,364,+,384,484,False,True,True,False,True,True,False,0,3
reverse,955,940,+,1895,1895,True,True,True,True,True,True,True,1,3
reverse,153,448,+,601,601,True,True,True,True,True,True,True,2,3
reverse,496,382,+,878,878,True,True,True,True,True,True,True,1,3
reverse,706,326,-,380,380,True,True,True,True,True,True,True,1,3
reverse,866,891,-,-25,-25,True,True,True,True,True,True,True,1,3
reverse,959,652,-,307,307,True,True,True,True,True,True,False,0,3
reverse,239,994,+,1233,1233,True,True,True,True,True,True,True,3,3
reverse,615,114,+,729,729,True,True,True,True,True,True,False,0,3
reverse,109,131,-,-22,-22,True,True,True,True,True,True,True,1,3
reverse,427,940,+,1367,1367,True,True,True,True,True,True,True,1,3
reverse,818,255,-,563,563,True,True,True,True,True,True,True,1,3
reverse,387,364,-,23,23,True,True,True,True,True,True,False,0,3
reverse,894,483,-,411,411,True,True,True,True,True,True,False,0,3
reverse,611,497,-,114,114,True,True,True,True,True,True,True,2,3
reverse,678,300,+,978,978,True,True,True,True,True,True,False,0,3
reverse,727,43,+,770,870,False,True,True,False,True,True,True,1,3
reverse,720,932,+,1652,1652,True,True,True,True,True,True,True,1,3
reverse,621,811,+,1432,1432,True,True,True,True,True,True,True,1,3
reverse,781,808,+,1589,1589,True,True,True,True,True,True,True,1,3
reverse,971,988,-,-17,-17,True,True,True,True,True,True,True,1,3
reverse,642,693,-,-51,-51,True,True,True,True,True,True,True,1,3
reverse,417,440,-,-23,-23,True,True,True,True,True,True,True,1,3
reverse,21,711,-,-690,-690,True,True,True,True,True,True,False,0,3
reverse,99,37,+,136,136,True,True,True,True,True,True,True,2,2
reverse,107,443,-,-336,-336,True,True,True,True,True,True,True,1,3
reverse,236,585,+,821,821,True,True,True,True,True,True,True,2,3
reverse,50,486,+,536,536,True,True,True,True,True,True,True,1,3
reverse,416,915,-,-499,-499,True,True,True,True,True,True,False,0,3
reverse,69,827,-,-758,-758,True,True,True,True,True,True,False,0,3
reverse,870,690,+,1560,1560,True,True,True,True,True,True,True,2,3
reverse,156,997,-,-841,-841,True,True,True,True,True,True,True,2,3
reverse,284,932,+,1216,1216,True,True,True,True,True,True,True,2,3
reverse,862,441,+,1303,1303,True,True,True,True,True,True,True,2,3
reverse,204,988,+,1192,1192,True,True,True,True,True,True,True,2,3
reverse,671,501,+,1172,1172,True,True,True,True,True,True,True,1,3
reverse,117,885,-,-768,-768,True,True,True,True,True,True,True,1,3
reverse,799,984,-,-185,-185,True,True,True,True,True,True,False,0,3
reverse,785,234,+,1019,1019,True,True,True,True,True,True,True,2,3
reverse,320,140,-,180,180,True,True,True,True,True,True,True,1,3
reverse,23,562,+,585,585,True,True,True,True,True,True,False,0,3
reverse,840,505,+,1345,1345,True,True,True,True,True,True,True,1,3
reverse,392,299,+,691,691,True,True,True,True,True,True,True,2,3
reverse,351,730,+,1081,1081,True,True,True,True,True,True,True,1,3
reverse,996,503,-,493,493,True,True,True,True,True,True,False,0,3
reverse,735,304,-,431,431,True,True,True,True,True,True,False,0,3
reverse,140,288,+,428,428,True,True,True,True,True,True,True,1,3
reverse,590,619,+,1209,1209,True,True,True,True,True,True,True,2,3
reverse,75,959,+,1034,1134,False,True,True,False,True,True,True,3,3
reverse,58,79,-,-21,-21,True,True,True,True,True,True,True,1,2
reverse,62,200,-,-138,-38,False,True,True,False,True,True,False,0,3
reverse,623,952,-,-329,-329,True,True,True,True,True,True,True,1,3
reverse,715,198,-,517,517,True,True,True,True,True,True,True,2,3
reverse,516,641,-,-125,-125,True,True,True,True,True,True,True,1,3
reverse,742,355,-,387,387,True,True,True,True,True,True,True,2,3
reverse,695,894,+,1589,1589,True,True,True,True,True,True,True,2,3
reverse,489,358,-,131,131,True,True,True,True,True,True,False,0,3
reverse,26,567,+,593,593,True,True,True,True,True,True,True,1,3
reverse,268,567,+,835,835,True,True,True,True,True,True,True,2,3
reverse,186,34,+,220,220,True,True,True,True,True,True,True,2,3
reverse,449,421,+,870,870,True,True,True,True,True,True,True,1,3
reverse,695,546,+,1241,1241,True,True,True,True,True,True,True,3,3
reverse,535,756,+,1291,1291,True,True,True,True,True,True,True,2,3
reverse,93,430,+,523,523,True,True,True,True,True,True,True,1,3
reverse,772,501,+,1273,1273,True,True,True,True,True,True,True,1,3
reverse,265,910,+,1175,1175,True,True,True,True,True,True,True,1,3
reverse,606,411,-,195,195,True,True,True,True,True,True,True,1,3
reverse,54,392,-,-338,-238,False,True,True,False,True,True,True,1,3
reverse,370,328,+,698,698,True,True,True,True,True,True,False,0,3
reverse,590,870,-,-280,-280,True,True,True,True,True,True,False,0,3
reverse,203,636,-,-433,-433,True,True,True,True,True,True,True,2,3
reverse,923,531,+,1454,1454,True,True,True,True,True,True,True,1,3
reverse,306,957,-,-651,-651,True,True,True,True,True,True,True,2,3
reverse,730,816,-,-86,-86,True,True,True,True,True,True,False,0,3
reverse,951,525,+,1476,1476,True,True,True,True,True,True,True,1,3
reverse,462,816,+,1278,1278,True,True,True,True,True,True,True,1,3
reverse,94,376,-,-282,-182,False,True,True,False,True,True,True,1,3
reverse,173,914,-,-741,-741,True,True,True,True,True,True,True,1,3
reverse,593,645,+,1238,1238,True,True,True,True,True,True,True,2,3
reverse,311,57,+,368,368,True,True,True,True,True,True,False,0,3
reverse,981,829,+,1810,1810,True,True,True,True,True,True,True,3,3
reverse,857,244,-,613,613,True,True,True,True,True,True,False,0,3
reverse,766,155,-,611,611,True,True,True,True,True,True,False,0,3
reverse,627,743,-,-116,-116,True,True,True,True,True,True,True,1,3
reverse,31,141,+,172,172,True,True,True,True,True,True,False,0,3
reverse,735,591,-,144,144,True,True,True,True,True,True,True,1,3
reverse,56,45,-,11,11,True,True,True,True,True,True,False,0,2
reverse,988,878,-,110,110,True,True,True,True,True,True,False,0,3
reverse,697,866,+,1563,1563,True,True,True,True,True,True,True,3,3
reverse,824,932,-,-108,-108,True,True,True,True,True,True,True,1,3
reverse,388,182,-,206,206,True,True,True,True,True,True,False,0,3
reverse,952,883,-,69,69,True,True,True,True,True,True,True,1,3
reverse,701,260,-,441,441,True,True,True,True,True,True,True,1,3
reverse,15,875,-,-860,-860,True,True,True,True,True,True,True,1,3
reverse,394,310,+,704,704,True,True,True,True,True,True,True,1,3
reverse,545,859,+,1404,1404,True,True,True,True,True,True,True,3,3
reverse,620,661,+,1281,1281,True,True,True,True,True,True,True,1,3
reverse,596,401,-,195,195,True,True,True,True,True,True,False,0,3
reverse,442,134,+,576,576,True,True,True,True,True,True,False,0,3
reverse,256,568,+,824,824,True,True,True,True,True,True,True,2,3
reverse,247,877,+,1124,1124,True,True,True,True,True,True,True,3,3
reverse,206,468,+,674,674,True,True,True,True,True,True,True,1,3
reverse,516,920,-,-404,-404,True,True,True,True,True,True,True,1,3
reverse,848,15,+,863,963,False,True,True,False,True,True,True,1,3
reverse,136,370,+,506,506,True,True,True,True,True,True,True,1,3
reverse,195,818,-,-623,-623,True,True,True,True,True,True,True,1,3
reverse,68,873,-,-805,-805,True,True,True,True,True,True,True,1,3
reverse,65,199,-,-134,-34,False,True,True,False,True,True,True,2,3
reverse,570,718,-,-148,-148,True,True,True,True,True,True,True,1,3
reverse,547,221,+,768,768,True,True,True,True,True,True,False,0,3
reverse,163,417,-,-254,-254,True,True,True,True,True,True,True,1,3
reverse,708,371,+,1079,1079,True,True,True,True,True,True,True,1,3
reverse,707,887,+,1594,1594,True,True,True,True,True,True,True,2,3
reverse,274,387,-,-113,-113,True,True,True,True,True,True,True,2,3
reverse,871,506,+,1377,1377,True,True,True,True,True,True,True,1,3
reverse,323,760,+,1083,1083,True,True,True,True,True,True,True,1,3
reverse,96,990,+,1086,1186,False,True,True,False,True,True,True,2,3
reverse,596,739,-,-143,-143,True,True,True,True,True,True,True,1,3
reverse,508,693,+,1201,1201,True,True,True,True,True,True,True,3,3
reverse,571,577,-,-6,-6,True,True,True,True,True,True,False,0,3
reverse,46,544,+,590,590,True,True,True,True,True,True,True,1,3
reverse,477,475,+,952,952,True,True,True,True,True,True,True,2,3
reverse,988,848,-,140,140,True,True,True,True,True,True,False,0,3
reverse,354,400,-,-46,-46,True,True,True,True,True,True,False,0,3
reverse,989,453,+,1442,1442,True,True,True,True,True,True,True,3,3
reverse,699,937,+,1636,1636,True,True,True,True,True,True,True,3,3
reverse,744,686,-,58,58,True,True,True,True,True,True,True,1,3
reverse,309,138,-,171,171,True,True,True,True,True,True,True,1,3
reverse,296,795,+,1091,1091,True,True,True,True,True,True,True,3,3
reverse,623,616,-,7,7,True,True,True,True,True,True,False,0,3
reverse,948,480,-,468,468,True,True,True,True,True,True,True,1,3
reverse,16,483,-,-467,-367,False,True,True,False,True,True,True,1,3
reverse,94,984,+,1078,1178,False,True,True,False,True,True,True,2,3
reverse,99,597,-,-498,-398,False,True,True,False,True,True,False,0,3
reverse,954,994,+,1948,1948,True,True,True,True,True,True,True,2,3
reverse,380,998,-,-618,-618,True,True,True,True,True,True,True,2,3
reverse,684,893,-,-209,-209,True,True,True,True,True,True,True,1,3
reverse,379,892,-,-513,-513,True,True,True,True,True,True,True,1,3
reverse,408,732,-,-324,-324,True,True,True,True,True,True,True,1,3
reverse,195,833,-,-638,-638,True,True,True,True,True,True,False,0,3
reverse,871,800,-,71,71,True,True,True,True,True,True,False,0,3
reverse,941,331,+,1272,1272,True,True,True,True,True,True,True,1,3
reverse,453,137,-,316,316,True,True,True,True,True,True,True,1,3
reverse,686,879,+,1565,1565,True,True,True,True,True,True,True,3,3
reverse,130,477,+,607,607,True,True,True,True,True,True,True,1,3
reverse,698,523,+,1221,1221,True,True,True,True,True,True,True,3,3
reverse,367,165,-,202,202,True,True,True,True,True,True,False,0,3
reverse,973,76,-,897,797,False,True,True,False,True,True,True,2,3
reverse,777,211,-,566,566,True,True,True,True,True,True,False,0,3
reverse,948,152,-,796,796,True,True,True,True,True,True,True,1,3
reverse,514,544,-,-30,-30,True,True,True,True,True,True,True,1,3
reverse,49,333,-,-284,-184,False,True,True,False,True,True,False,0,3
reverse,210,619,+,829,829,True,True,True,True,True,True,False,0,3
reverse,637,793,-,-156,-156,True,True,True,True,True,True,True,1,3
reverse,681,263,-,418,418,True,True,True,True,True,True,True,1,3
reverse,689,508,+,1197,1197,True,True,True,True,True,True,True,2,3
reverse,922,880,+,1802,1802,True,True,True,True,True,True,True,2,3
reverse,753,533,-,220,220,True,True,True,True,True,True,False,0,3
reverse,37,532,-,-495,-395,False,True,True,False,True,True,False,0,3
reverse,520,813,-,-293,-293,True,True,True,True,True,True,True,1,3
reverse,792,836,-,-44,-44,True,True,True,True,True,True,False,0,3
reverse,779,804,-,-25,-25,True,True,True,True,True,True,False,0,3
reverse,839,507,+,1346,1346,True,True,True,True,True,True,True,2,3
reverse,859,622,-,237,237,True,True,True,True,True,True,False,0,3
reverse,653,443,+,1096,1096,True,True,True,True,True,True,True,1,3
reverse,877,306,-,571,571,True,True,True,True,True,True,False,0,3
reverse,221,302,+,523,523,True,True,True,True,True,True,False,0,3
reverse,763,89,+,852,952,False,True,True,False,True,True,True,2,3
reverse,592,275,+,867,867,True,True,True,True,True,True,True,1,3
reverse,862,99,+,961,1061,False,True,False,False,True,True,True,2,3
reverse,998,267,-,731,731,True,True,True,True,True,True,False,0,3
reverse,774,751,-,23,23,True,True,True,True,True,True,False,0,3
reverse,459,747,+,1206,1206,True,True,True,True,True,True,True,3,3
reverse,779,510,-,269,269,True,True,True,True,True,True,False,0,3
reverse,472,493,-,-21,-21,True,True,True,True,True,True,True,1,3
reverse,366,384,-,-18,-18,True,True,True,True,True,True,True,1,3
reverse,392,651,+,1043,1043,True,True,True,True,True,True,True,2,3
reverse,762,848,-,-86,-86,True,True,True,True,True,True,False,0,3
reverse,280,132,+,412,412,True,True,True,True,True,True,True,1,3
reverse,332,878,-,-546,-546,True,True,True,True,True,True,True,2,3
reverse,371,961,+,1332,1332,True,True,True,True,True,True,True,2,3
reverse,260,27,+,287,287,True,True,True,True,True,True,False,0,3
reverse,290,156,+,446,446,True,True,True,True,True,True,True,1,3
reverse,219,37,+,256,256,True,True,True,True,True,True,True,1,3
reverse,626,381,+,1007,1007,True,True,True,True,True,True,True,2,3
reverse,993,773,-,220,220,True,True,True,True,True,True,False,0,3
reverse,944,117,-,827,827,True,True,True,True,True,True,True,1,3
reverse,4,525,-,-521,-421,False,True,True,False,True,True,True,2,3
reverse,839,779,-,60,60,True,True,True,True,True,True,True,1,3
reverse,276,251,-,25,25,True,True,True,True,True,True,False,0,3
reverse,577,218,+,795,795,True,True,True,True,True,True,True,1,3
reverse,760,435,-,325,325,True,True,True,True,True,True,True,1,3
reverse,617,746,+,1363,1363,True,True,True,True,True,True,True,2,3
reverse,240,699,-,-459,-459,True,True,True,True,True,True,True,2,3
reverse,829,686,-,143,143,True,True,True,True,True,True,True,1,3
reverse,744,778,+,1522,1522,True,True,True,True,True,True,True,3,3
reverse,650,255,+,905,905,True,True,True,True,True,True,True,1,3
reverse,848,601,-,247,247,True,True,True,True,True,True,False,0,3
reverse,693,829,-,-136,-136,True,True,True,True,True,True,True,1,3
reverse,747,717,+,1464,1464,True,True,True,True,True,True,True,2,3
reverse,616,840,-,-224,-224,True,True,True,True,True,True,True,1,3
reverse,578,354,-,224,224,True,True,True,True,True,True,False,0,3
reverse,657,866,+,1523,1523,True,True,True,True,True,True,True,3,3
reverse,51,576,-,-525,-425,False,True,True,False,True,True,True,2,3
reverse,185,807,+,992,992,True,True,True,True,True,True,True,1,3
reverse,115,319,-,-204,-204,True,True,True,True,True,True,True,2,3
reverse,540,275,+,815,815,True,True,True,True,True,True,True,1,3
reverse,484,222,-,262,262,True,True,True,True,True,True,False,0,3
reverse,319,164,+,483,483,True,True,True,True,True,True,True,1,3
reverse,899,573,-,326,326,True,True,True,True,True,True,False,0,3
reverse,232,434,+,666,666,True,True,True,True,True,True,False,0,3
reverse,372,635,+,1007,1007,True,True,True,True,True,True,True,2,3
reverse,204,993,-,-789,-789,True,True,True,True,True,True,True,1,3
reverse,732,360,-,372,372,True,True,True,True,True,True,True,1,3
reverse,465,821,-,-356,-356,True,True,True,True,True,True,False,0,3
reverse,980,395,-,585,585,True,True,True,True,True,True,True,2,3
reverse,419,883,-,-464,-464,True,True,True,True,True,True,True,1,3
reverse,280,565,+,845,845,True,True,True,True,True,True,True,1,3
reverse,750,552,-,198,198,True,True,True,True,True,True,True,2,3
reverse,268,817,+,1085,1085,True,True,True,True,True,True,True,2,3
reverse,553,614,+,1167,1167,True,True,True,True,True,True,True,1,3
reverse,384,377,+,761,761,True,True,True,True,True,True,True,2,3
reverse,293,138,+,431,431,True,True,True,True,True,True,True,2,3
reverse,407,443,-,-36,-36,True,True,True,True,True,True,True,1,3
reverse,303,484,+,787,787,True,True,True,True,True,True,False,0,3
reverse,523,96,-,427,327,False,True,True,False,True,True,True,2,3
reverse,461,90,+,551,551,True,True,True,True,True,True,True,1,3
reverse,744,620,+,1364,1364,True,True,True,True,True,True,True,1,3
reverse,887,590,-,297,297,True,True,True,True,True,True,True,1,3
reverse,951,582,-,369,369,True,True,True,True,True,True,True,2,3
reverse,113,909,+,1022,1022,True,True,True,True,True,True,True,2,3
reverse,135,164,-,-29,-29,True,True,True,True,True,True,True,1,3
reverse,378,472,+,850,850,True,True,True,True,True,True,True,2,3
reverse,966,530,-,436,436,True,True,True,True,True,True,False,0,3
reverse,239,315,+,554,554,True,True,True,True,True,True,True,1,3
reverse,352,915,-,-563,-563,True,True,True,True,True,True,True,1,3
reverse,259,417,+,676,676,True,True,True,True,True,True,True,1,3
reverse,499,712,-,-213,-213,True,True,True,True,True,True,False,0,3
reverse,275,512,-,-237,-237,True,True,True,True,True,True,False,0,3
reverse,225,519,+,744,744,True,True,True,True,True,True,True,1,3
reverse,356,352,-,4,4,True,True,True,True,True,True,False,0,3
reverse,116,953,-,-837,-837,True,True,True,True,True,True,True,1,3
reverse,552,7,+,559,559,True,True,True,True,True,True,False,0,3
reverse,24,925,+,949,949,True,True,True,True,True,True,False,0,3
reverse,374,367,-,7,7,True,True,True,True,True,True,False,0,3
reverse,74,465,+,539,539,True,True,True,True,True,True,True,1,3
reverse,350,16,-,334,234,False,True,True,False,True,True,True,1,3
reverse,728,315,+,1043,1043,True,True,True,True,True,True,True,2,3
reverse,422,24,+,446,446,True,True,True,True,True,True,False,0,3
reverse,313,696,-,-383,-383,True,True,True,True,True,True,True,2,3
reverse,974,490,-,484,484,True,True,True,True,True,True,True,1,3
reverse,999,564,+,1563,1563,True,True,True,True,True,True,True,3,3
reverse,871,673,-,198,198,True,True,True,True,True,True,True,2,3
reverse,539,243,+,782,782,True,True,True,True,True,True,True,1,3
reverse,393,777,+,1170,1170,True,True,True,True,True,True,True,3,3
reverse,618,834,+,1452,1452,True,True,True,True,True,True,True,2,3
reverse,195,680,+,875,875,True,True,True,True,True,True,True,1,3
reverse,198,658,+,856,856,True,True,True,True,True,True,True,2,3
reverse,975,405,-,570,570,True,True,True,True,True,True,False,0,3
reverse,931,169,+,1100,1100,True,True,True,True,True,True,True,3,3
reverse,926,802,-,124,124,True,True,True,True,True,True,False,0,3
reverse,951,50,-,901,901,True,True,True,True,True,True,False,0,3
reverse,792,942,-,-150,-150,True,True,True,True,True,True,False,0,3
reverse,811,594,+,1405,1405,True,True,True,True,True,True,True,2,3
reverse,463,815,-,-352,-352,True,True,True,True,True,True,True,1,3
reverse,785,493,+,1278,1278,True,True,True,True,True,True,True,2,3
reverse,937,830,-,107,107,True,True,True,True,True,True,False,0,3
reverse,87,602,-,-515,-415,False,True,True,False,True,True,False,0,3
reverse,378,774,-,-396,-396,True,True,True,True,True,True,False,0,3
reverse,369,856,+,1225,1225,True,True,True,True,True,True,True,3,3
reverse,805,345,-,460,460,True,True,True,True,True,True,True,1,3
reverse,13,785,+,798,898,False,True,True,False,True,True,False,0,3
reverse,579,198,+,777,777,True,True,True,True,True,True,True,2,3
reverse,872,354,+,1226,1226,True,True,True,True,True,True,True,2,3
reverse,581,557,-,24,24,True,True,True,True,True,True,False,0,3
reverse,846,822,+,1668,1668,True,True,True,True,True,True,True,1,3
reverse,26,730,-,-704,-704,True,True,True,True,True,True,True,1,3
reverse,636,32,+,668,668,True,True,True,True,True,True,False,0,3
reverse,991,45,-,946,946,True,True,True,True,True,True,True,1,3
reverse,752,165,-,587,587,True,True,True,True,True,True,True,2,3
reverse,847,665,-,182,182,True,True,True,True,True,True,True,1,3
reverse,152,543,+,695,695,True,True,True,True,True,True,False,0,3
reverse,420,389,-,31,31,True,True,True,True,True,True,True,1,3
reverse,202,869,+,1071,1071,True,True,True,True,True,True,True,2,3
reverse,386,108,+,494,494,True,True,True,True,True,True,True,1,3
reverse,633,277,+,910,910,True,True,True,True,True,True,True,2,3
reverse,506,361,+,867,867,True,True,True,True,True,True,False,0,3
reverse,29,536,-,-507,-507,True,True,True,True,True,True,True,1,3
reverse,455,89,-,366,266,False,True,True,False,True,True,True,2,3
reverse,882,884,-,-2,-2,True,True,True,True,True,True,False,0,3
reverse,846,615,+,1461,1461,True,True,True,True,True,True,True,2,3
reverse,147,812,+,959,959,True,True,True,True,True,True,False,0,3
reverse,433,828,+,1261,1261,True,True,True,True,True,True,True,2,3
reverse,349,893,-,-544,-544,True,True,True,True,True,True,True,1,3
